order_id,purchase_ts,ship_ts,delivery_ts,refund_ts
784e284d8a2,10/22/21,10/23/21,11/1/21,
0dc5913db62,10/18/21,10/23/21,11/2/21,
3c57a9fc45e,10/18/21,10/23/21,11/2/21,
aae6d2e751b,10/18/21,10/23/21,11/2/21,
d2522e9a6ba,10/19/21,10/23/21,11/2/21,
67635befd6f,10/20/21,10/23/21,11/2/21,
716d13289d9,10/20/21,10/23/21,11/2/21,
ae3aead0998,10/20/21,10/23/21,11/2/21,
f1d55cb00b2,10/20/21,10/23/21,11/2/21,
02198cc5124,10/22/21,10/23/21,11/2/21,
3752e8a52c9,10/22/21,10/23/21,11/2/21,
6415554845f,10/22/21,10/23/21,11/2/21,
3902233d31a,10/17/21,10/23/21,11/3/21,
27fd33c1948,10/18/21,10/23/21,11/3/21,
74fa9d5a585,10/18/21,10/23/21,11/3/21,
c9d7d3ba153,10/18/21,10/23/21,11/3/21,
91578036749,10/19/21,10/23/21,11/3/21,
37f2288af7c,10/19/21,10/23/21,11/3/21,
639d834edef,10/19/21,10/23/21,11/3/21,
bc2acf93a70,10/19/21,10/23/21,11/3/21,
1f20ee9248c,10/20/21,10/23/21,11/3/21,
376e044c0b3,10/20/21,10/23/21,11/3/21,
4c8e8493269,10/17/21,10/23/21,11/4/21,
a5abf2c45b6,10/17/21,10/23/21,11/4/21,
dc110904581,10/17/21,10/23/21,11/4/21,
e3c3797d955,10/17/21,10/23/21,11/4/21,
fa65d2a3e16,10/17/21,10/23/21,11/4/21,
282ab2d2f55,10/19/21,10/23/21,11/4/21,
f0e21c69171,10/19/21,10/23/21,11/4/21,
5c305b7305a,10/20/21,10/23/21,11/4/21,
60c046c7916,10/20/21,10/23/21,11/4/21,
94e58a80738,10/20/21,10/23/21,11/4/21,
fa821868034,10/20/21,10/23/21,11/4/21,
df90c239c12,10/22/21,10/23/21,11/4/21,
0cd229fea86,10/17/21,10/23/21,11/5/21,
6c3c82ccb0e,10/17/21,10/23/21,11/5/21,
14204a5f182,10/18/21,10/23/21,11/5/21,
5c599067995,10/18/21,10/23/21,11/5/21,
6ab09ccdc73,10/18/21,10/23/21,11/5/21,
a66e34f23e9,10/18/21,10/23/21,11/5/21,
269761b19de,10/19/21,10/23/21,11/5/21,
91f8434a127,10/19/21,10/23/21,11/5/21,
44153a880ed,10/21/21,10/23/21,11/5/21,
5b3e133aa15,10/22/21,10/23/21,11/5/21,
8042113cfc9,10/18/21,10/23/21,11/6/21,
f256d0d1532,10/18/21,10/23/21,11/6/21,
63dd201c358,10/19/21,10/23/21,11/6/21,
74a44fe09ed,10/19/21,10/23/21,11/6/21,
1cfa3652919,10/20/21,10/23/21,11/6/21,
226552736c9,10/20/21,10/23/21,11/6/21,
2d215737d90,10/20/21,10/23/21,11/6/21,
4e04908ed94,10/20/21,10/23/21,11/6/21,
5f543d26f96,10/20/21,10/23/21,11/6/21,
b82c738c513,10/20/21,10/23/21,11/6/21,
e8bf3d055b1,10/20/21,10/23/21,11/6/21,
bd40abbf393,10/21/21,10/23/21,11/6/21,
392b4f21a09,10/22/21,10/23/21,11/6/21,
f68f9c63742,10/22/21,10/23/21,11/6/21,
3105104783c,7/1/22,7/6/22,7/13/22,
218a5659c5b,7/2/22,7/6/22,7/13/22,
176e6a95b58,7/3/22,7/6/22,7/13/22,
4e7ff1270ea,7/3/22,7/6/22,7/13/22,
8c16486adf5,7/3/22,7/6/22,7/13/22,
e459368c1c5,7/3/22,7/6/22,7/13/22,
9bc52c3f3a4,7/4/22,7/6/22,7/13/22,
f5258498108,7/4/22,7/6/22,7/13/22,
63c90dfce9a,7/5/22,7/6/22,7/13/22,
b281abaac62,6/30/22,7/6/22,7/14/22,
19c8c34ff33,7/4/22,7/6/22,7/14/22,
6ffc70d6c7b,7/4/22,7/6/22,7/14/22,
f9bece71f92,7/5/22,7/6/22,7/14/22,
263ed20f7b8,6/30/22,7/6/22,7/15/22,
af18972a796,6/30/22,7/6/22,7/15/22,
f551dc70055,7/2/22,7/6/22,7/15/22,
7b3baf14afe,7/5/22,7/6/22,7/15/22,
665bd63f28e,7/1/22,7/6/22,7/16/22,
88c4708df93,7/1/22,7/6/22,7/16/22,
0885b57504e,7/2/22,7/6/22,7/16/22,
9d23b085de4,7/2/22,7/6/22,7/16/22,
35abdf3ad9a,7/3/22,7/6/22,7/16/22,
fc04483eb0f,7/3/22,7/6/22,7/16/22,
328b4c51c1d,7/4/22,7/6/22,7/16/22,
3fc54d6a216,7/4/22,7/6/22,7/16/22,
55d9293db92,7/4/22,7/6/22,7/16/22,
729dbfacaf4,7/4/22,7/6/22,7/16/22,
baf6b1e776b,7/5/22,7/6/22,7/16/22,
15f924b7f68,7/2/22,7/6/22,7/17/22,
7b2ac517373,7/2/22,7/6/22,7/17/22,
903648ce28f,7/3/22,7/6/22,7/17/22,
ad96612d688,7/3/22,7/6/22,7/17/22,
3fc9e86ce3d,7/4/22,7/6/22,7/17/22,
350bcb71a77,7/5/22,7/6/22,7/17/22,
9bef663f4e9,6/30/22,7/6/22,7/18/22,
339d8d8ffd7,7/1/22,7/6/22,7/18/22,
3c0eb8bbf0e,7/1/22,7/6/22,7/18/22,
2f8f47fc591,7/2/22,7/6/22,7/18/22,
b41791ad16d,7/2/22,7/6/22,7/18/22,
dc1f5e851c9,7/2/22,7/6/22,7/18/22,
02e9b54cbfd,7/4/22,7/6/22,7/18/22,
36cb80e316b,7/4/22,7/6/22,7/18/22,
9a2cf7d5c81,7/4/22,7/6/22,7/18/22,
21a191b0da2,7/5/22,7/6/22,7/18/22,
8e2e50f6bef,7/5/22,7/6/22,7/18/22,
9d36256110d,7/5/22,7/6/22,7/18/22,
8091c06b841,6/30/22,7/6/22,7/19/22,
86a404ad508,7/1/22,7/6/22,7/19/22,
83a904399b3,7/2/22,7/6/22,7/19/22,
93c50004469,7/2/22,7/6/22,7/19/22,
02ba447aff1,7/4/22,7/6/22,7/19/22,
beaf2f17ec4,7/4/22,7/6/22,7/19/22,
fbfc1326bdc,6/30/22,7/6/22,7/20/22,
10f402c280e,7/1/22,7/6/22,7/20/22,
03f3cf561c4,7/3/22,7/6/22,7/20/22,
47afaaa14a5,7/3/22,7/6/22,7/20/22,
bd393dd9342,7/3/22,7/6/22,7/20/22,
e4ca8a0a313,7/3/22,7/6/22,7/20/22,
41727b8d48a,7/5/22,7/6/22,7/20/22,
b158467b16e,7/5/22,7/6/22,7/20/22,
663c0ec5389,1/2/19,1/4/19,1/11/19,
6a0db826d28,1/2/19,1/4/19,1/11/19,
bf1199c9391,1/1/19,1/4/19,1/12/19,
c0b9d68d6ec,1/1/19,1/4/19,1/12/19,
430a2247d92,1/2/19,1/4/19,1/12/19,
9ee6f97b1a1,1/2/19,1/4/19,1/12/19,
7fe056bf1cd,1/1/19,1/4/19,1/13/19,
3abdf656b50,1/3/19,1/4/19,1/14/19,
c02c4793f3a,1/3/19,1/4/19,1/14/19,
3f07e16d41b,1/2/19,1/4/19,1/15/19,
bbbd89add18,1/1/19,1/4/19,1/16/19,
4a997f53510,1/2/19,1/4/19,1/16/19,
63f2dc1da11,1/2/19,1/4/19,1/16/19,
63c5d09516b,1/1/19,1/4/19,1/17/19,
e5dad432a21,1/1/19,1/4/19,1/18/19,
41d1d9c0e8a,9/13/19,9/17/19,9/24/19,
9a15cdb665c,9/14/19,9/17/19,9/24/19,
6e1632c60cd,9/11/19,9/17/19,9/25/19,
20c8a241a8d,9/13/19,9/17/19,9/25/19,
23df46abf2e,9/13/19,9/17/19,9/25/19,
539cc87847e,9/16/19,9/17/19,9/25/19,
76fa384bd77,9/12/19,9/17/19,9/26/19,
e4907a2e225,9/13/19,9/17/19,9/26/19,
171c204da94,9/16/19,9/17/19,9/26/19,
f99b8b37743,9/14/19,9/17/19,9/27/19,
4826dd7a7f7,9/11/19,9/17/19,9/28/19,
d867827415b,9/12/19,9/17/19,9/28/19,
d0e0e119f79,9/14/19,9/17/19,9/28/19,
521405fbd49,9/15/19,9/17/19,9/28/19,
d738d6aac21,9/15/19,9/17/19,9/28/19,
f580e36df8e,9/15/19,9/17/19,9/28/19,
cd192db0752,9/13/19,9/17/19,9/29/19,
4d6596027c3,9/16/19,9/17/19,9/29/19,
fe3bca8de0f,9/11/19,9/17/19,9/30/19,
d7519b4a1ca,9/13/19,9/17/19,9/30/19,
440f5800dca,9/14/19,9/17/19,9/30/19,
f4aaf77fbce,9/14/19,9/17/19,9/30/19,
106a62ee48f,9/14/19,9/17/19,10/1/19,
e8c26b9acdd,9/16/19,9/17/19,10/1/19,
55bd74f7821,9/16/19,9/17/19,10/1/19,10/4/19
c5ea953df7b,5/24/20,5/30/20,6/6/20,
0327bf9fe54,5/24/20,5/30/20,6/6/20,
12268392ed9,5/24/20,5/30/20,6/6/20,
b95bd5658e6,5/24/20,5/30/20,6/6/20,
05c5406a984,5/25/20,5/30/20,6/6/20,
46d39f9f460,5/25/20,5/30/20,6/6/20,
20c50df50bc,5/26/20,5/30/20,6/6/20,
2707ef2f261,5/26/20,5/30/20,6/6/20,
4bec9d813de,5/26/20,5/30/20,6/6/20,
f6ffce5d390,5/27/20,5/30/20,6/6/20,
4eb01a1cbde,5/28/20,5/30/20,6/6/20,
5c3009cf66a,5/28/20,5/30/20,6/6/20,
2a25627fb06,5/29/20,5/30/20,6/6/20,
04aea997195,5/25/20,5/30/20,6/7/20,
619a48def3e,5/25/20,5/30/20,6/7/20,
73c6cfcffc8,5/27/20,5/30/20,6/7/20,
e640a50c98e,5/27/20,5/30/20,6/7/20,
56ccbff95b6,5/28/20,5/30/20,6/7/20,
9d9b6dca445,5/28/20,5/30/20,6/7/20,
2269547dd50,5/24/20,5/30/20,6/8/20,
7a9bb837256,5/24/20,5/30/20,6/8/20,
ad47ed89bbf,5/24/20,5/30/20,6/8/20,
c32a14f1c03,5/24/20,5/30/20,6/8/20,
9bee683c93c,5/25/20,5/30/20,6/8/20,
d47f7a372db,5/25/20,5/30/20,6/8/20,
5f2191a7b34,5/26/20,5/30/20,6/8/20,
5cb299fd905,5/27/20,5/30/20,6/8/20,6/12/20
2e63a786cd9,5/27/20,5/30/20,6/8/20,
d46ad3dc264,5/28/20,5/30/20,6/8/20,
ffa07914c61,5/24/20,5/30/20,6/9/20,
30c55416c6b,5/25/20,5/30/20,6/9/20,
c4e94dcfd14,5/26/20,5/30/20,6/9/20,
13e258218f5,5/26/20,5/30/20,6/9/20,
f4f0f7be77d,5/26/20,5/30/20,6/9/20,
d653a852d79,5/27/20,5/30/20,6/9/20,
bd17dd9bff7,5/27/20,5/30/20,6/9/20,
fc5f07816d0,5/27/20,5/30/20,6/9/20,
315734e6674,5/28/20,5/30/20,6/9/20,
3da92fbcd4f,5/28/20,5/30/20,6/9/20,
69f0bc20635,5/28/20,5/30/20,6/9/20,
8aa644f0ccb,5/28/20,5/30/20,6/9/20,
9fc5d3b7036,5/29/20,5/30/20,6/9/20,
d232079c05f,5/29/20,5/30/20,6/9/20,
21a21243635,5/25/20,5/30/20,6/10/20,
cedd43f918a,5/25/20,5/30/20,6/10/20,
8f803370646,5/26/20,5/30/20,6/10/20,6/14/20
96208041be6,5/26/20,5/30/20,6/10/20,
6e2cf896b57,5/27/20,5/30/20,6/10/20,
73a4639349e,5/27/20,5/30/20,6/10/20,
df2b7c8af86,5/27/20,5/30/20,6/10/20,
fedd3f830f9,5/27/20,5/30/20,6/10/20,
39061bbb8c4,5/28/20,5/30/20,6/10/20,
660f9dd87df,5/28/20,5/30/20,6/10/20,
8e4a01b788b,5/28/20,5/30/20,6/10/20,
ce316c3b439,5/28/20,5/30/20,6/10/20,
a5610ea89b5,5/29/20,5/30/20,6/10/20,
355398f5a50,5/24/20,5/30/20,6/11/20,
78b2143d83a,5/24/20,5/30/20,6/11/20,
c0a74b3584d,5/24/20,5/30/20,6/11/20,
5.55E+153,5/26/20,5/30/20,6/11/20,
7e4e999853e,5/26/20,5/30/20,6/11/20,
cfdb48e66c0,5/26/20,5/30/20,6/11/20,
655ade5e129,5/27/20,5/30/20,6/11/20,
9021a78c606,5/27/20,5/30/20,6/11/20,
55374f04084,5/28/20,5/30/20,6/11/20,
eb5ee409c56,5/29/20,5/30/20,6/11/20,
ef046144a32,5/29/20,5/30/20,6/11/20,
0a1a41d1a0f,5/24/20,5/30/20,6/12/20,
166c4f69b61,5/24/20,5/30/20,6/12/20,
2eecc150ad7,5/24/20,5/30/20,6/12/20,
99fdabedd67,5/24/20,5/30/20,6/12/20,
d26991fffeb,5/24/20,5/30/20,6/12/20,
3ae9c4da36b,5/25/20,5/30/20,6/12/20,
5cf46793125,5/25/20,5/30/20,6/12/20,6/21/20
77aafd3b099,5/26/20,5/30/20,6/12/20,
b409a642ec4,5/26/20,5/30/20,6/12/20,
18f3237cf20,5/27/20,5/30/20,6/12/20,
2baa7ba2b50,5/27/20,5/30/20,6/12/20,
5db1d45fd75,5/27/20,5/30/20,6/12/20,
00a27a3a6e6,5/28/20,5/30/20,6/12/20,
3f02645fb71,5/28/20,5/30/20,6/12/20,
667af507c06,5/28/20,5/30/20,6/12/20,
239bd9b0de0,5/29/20,5/30/20,6/12/20,
5db5205b777,5/24/20,5/30/20,6/13/20,
6254d275b97,5/24/20,5/30/20,6/13/20,
871c5bf01ee,5/24/20,5/30/20,6/13/20,
69414eaae92,5/25/20,5/30/20,6/13/20,
e393d9d41f8,5/25/20,5/30/20,6/13/20,
35556ca4530,5/26/20,5/30/20,6/13/20,
d797f392322,5/27/20,5/30/20,6/13/20,6/16/20
1fea1d0532d,5/27/20,5/30/20,6/13/20,
388aea60eeb,5/27/20,5/30/20,6/13/20,
b4778fc3b1e,5/27/20,5/30/20,6/13/20,
219ad3743a8,5/28/20,5/30/20,6/13/20,
361b4882a2f,5/28/20,5/30/20,6/13/20,
843f3fa1597,5/28/20,5/30/20,6/13/20,
fc06a48b956,5/28/20,5/30/20,6/13/20,
2c76a1a0cba,5/29/20,5/30/20,6/13/20,
5658936425a,5/29/20,5/30/20,6/13/20,
a18892bbc1f,5/29/20,5/30/20,6/13/20,
fcfccae8a9d,2/4/21,2/10/21,2/17/21,2/21/21
5f9a2a0bca8,2/4/21,2/10/21,2/17/21,
2a4fc668d84,2/5/21,2/10/21,2/17/21,
61efc9d9a6a,2/7/21,2/10/21,2/17/21,
767e79b5889,2/7/21,2/10/21,2/17/21,
b5bb824c0b1,2/8/21,2/10/21,2/17/21,
cb3a9bd8137,2/4/21,2/10/21,2/18/21,
38b9cfd6b36,2/5/21,2/10/21,2/18/21,
71ab81a34fb,2/5/21,2/10/21,2/18/21,
27190ea5db0,2/6/21,2/10/21,2/18/21,
ddfb83715eb,2/6/21,2/10/21,2/18/21,
36062298f09,2/7/21,2/10/21,2/18/21,
b657c276938,2/7/21,2/10/21,2/18/21,
675ad0b11f4,2/9/21,2/10/21,2/18/21,
d38f89656c2,2/4/21,2/10/21,2/19/21,
f9fd8492818,2/4/21,2/10/21,2/19/21,
119779da6df,2/4/21,2/10/21,2/19/21,
15c620f555c,2/4/21,2/10/21,2/19/21,
7722650e547,2/4/21,2/10/21,2/19/21,
a3a69fd5948,2/4/21,2/10/21,2/19/21,
bcc59c4993b,2/4/21,2/10/21,2/19/21,
10126400252,2/5/21,2/10/21,2/19/21,
01bc72952ad,2/5/21,2/10/21,2/19/21,
6a0e5917df6,2/5/21,2/10/21,2/19/21,
8f97f86ff03,2/5/21,2/10/21,2/19/21,
024009b4dc8,2/6/21,2/10/21,2/19/21,
1e4e1c547de,2/6/21,2/10/21,2/19/21,
7abb05ccd0a,2/8/21,2/10/21,2/19/21,
ad0fda67cb4,2/8/21,2/10/21,2/19/21,
6e8491313f8,2/9/21,2/10/21,2/19/21,
79e2e4ce46c,2/9/21,2/10/21,2/19/21,
690201e23bb,2/4/21,2/10/21,2/20/21,
77fd2bffbf6,2/6/21,2/10/21,2/20/21,
7c1ddd7d4b8,2/6/21,2/10/21,2/20/21,
3c9c32e44d1,2/7/21,2/10/21,2/20/21,
5b958cbb37a,2/7/21,2/10/21,2/20/21,
5270cb1e527,2/8/21,2/10/21,2/20/21,
bccb6d1d289,2/8/21,2/10/21,2/20/21,
b77e7f37314,2/4/21,2/10/21,2/21/21,
6246b351e1e,2/5/21,2/10/21,2/21/21,
9e7f5c9f951,2/6/21,2/10/21,2/21/21,
f6fde999d6e,2/6/21,2/10/21,2/21/21,
626983024d8,2/7/21,2/10/21,2/21/21,
b179d8a56f6,2/7/21,2/10/21,2/21/21,
b3c5300161e,2/7/21,2/10/21,2/21/21,
e94dc88b552,2/7/21,2/10/21,2/21/21,
ec341b98c48,2/7/21,2/10/21,2/21/21,
f31bd3f21bb,2/7/21,2/10/21,2/21/21,
6fb2ef28c2d,2/9/21,2/10/21,2/21/21,
37a1bc470fd,2/4/21,2/10/21,2/22/21,
5833249b89f,2/4/21,2/10/21,2/22/21,
5e55e41e994,2/4/21,2/10/21,2/22/21,
25cc1dfa4fa,2/5/21,2/10/21,2/22/21,
3be9666c215,2/5/21,2/10/21,2/22/21,
513790f2a04,2/5/21,2/10/21,2/22/21,
8e4573515a0,2/5/21,2/10/21,2/22/21,
90e3caecb91,2/5/21,2/10/21,2/22/21,
a2a17848075,2/5/21,2/10/21,2/22/21,
c434530cf2c,2/5/21,2/10/21,2/22/21,
e91e3221cce,2/5/21,2/10/21,2/22/21,
5dbc45c3555,2/6/21,2/10/21,2/22/21,
96137a2fc7e,2/8/21,2/10/21,2/22/21,
16ee44e9cdb,2/9/21,2/10/21,2/22/21,
b25f594ff93,2/9/21,2/10/21,2/22/21,
3e2f1e7908a,2/4/21,2/10/21,2/23/21,
a2fa3f4ed91,2/5/21,2/10/21,2/23/21,
4e539f9f098,2/7/21,2/10/21,2/23/21,
6dca8a6cc5d,2/7/21,2/10/21,2/23/21,
f5d9629f0c8,2/7/21,2/10/21,2/23/21,
177d52a57b2,2/9/21,2/10/21,2/23/21,
818bb754910,2/4/21,2/10/21,2/24/21,
884bd04ddc5,2/4/21,2/10/21,2/24/21,
ddb679215b7,2/4/21,2/10/21,2/24/21,
a8fadda94f6,2/5/21,2/10/21,2/24/21,
05e2f9941ee,2/5/21,2/10/21,2/24/21,
a99d4efd1bb,2/5/21,2/10/21,2/24/21,
761eaaf1371,2/6/21,2/10/21,2/24/21,
01652ba6eda,2/7/21,2/10/21,2/24/21,
07dee069e4b,2/7/21,2/10/21,2/24/21,
086c23a580a,2/7/21,2/10/21,2/24/21,
89e96518485,2/7/21,2/10/21,2/24/21,
0a1479ccfa6,2/8/21,2/10/21,2/24/21,
a0ac1785031,2/8/21,2/10/21,2/24/21,
4588f10d275,10/18/21,10/24/21,10/31/21,
b81681c8470,10/18/21,10/24/21,10/31/21,
bdb5104844c,10/18/21,10/24/21,10/31/21,
dfc71a65600,10/18/21,10/24/21,10/31/21,
4f2c4ee9788,10/19/21,10/24/21,10/31/21,
2ce1de6dff6,10/20/21,10/24/21,10/31/21,
a22d3974300,10/20/21,10/24/21,10/31/21,
70865c6c798,10/21/21,10/24/21,10/31/21,
e7ba4f77b3e,10/21/21,10/24/21,10/31/21,
74e901ba6a0,10/22/21,10/24/21,10/31/21,
0f49a01ba02,10/21/21,10/24/21,11/1/21,
54c93570f52,10/21/21,10/24/21,11/1/21,
a3a3e915027,10/21/21,10/24/21,11/1/21,
2f4719e2495,10/22/21,10/24/21,11/1/21,
4774c844171,10/22/21,10/24/21,11/1/21,
ae33f2d2fa0,10/22/21,10/24/21,11/1/21,
4621b0d6e3e,10/18/21,10/24/21,11/2/21,
a28791c5b7f,10/18/21,10/24/21,11/2/21,
aaf9f672d31,10/18/21,10/24/21,11/2/21,
e5c37db4c30,10/18/21,10/24/21,11/2/21,
99df3395ce1,10/21/21,10/24/21,11/2/21,
073419e047b,10/22/21,10/24/21,11/2/21,
7f6a1bd97ea,10/22/21,10/24/21,11/2/21,
aa7ac858c30,10/22/21,10/24/21,11/2/21,
ab189f3babf,10/22/21,10/24/21,11/2/21,
1dce735a54d,10/23/21,10/24/21,11/2/21,
53be4c0e86a,10/18/21,10/24/21,11/3/21,
a14ee213795,10/18/21,10/24/21,11/3/21,
5ce6052d1d4,10/19/21,10/24/21,11/3/21,
07fdeff11c7,10/22/21,10/24/21,11/3/21,
616e6a71d63,10/22/21,10/24/21,11/3/21,
790c3c8f9dd,10/22/21,10/24/21,11/3/21,
bb77c1b7c54,10/22/21,10/24/21,11/3/21,
6c60aa3aa2f,10/23/21,10/24/21,11/3/21,
c72d2bf48f6,10/23/21,10/24/21,11/3/21,
85ac56ee87b,10/18/21,10/24/21,11/4/21,
29c9b7a44dd,10/19/21,10/24/21,11/4/21,
5d85c0b499c,10/19/21,10/24/21,11/4/21,
ea77ffc33f5,10/19/21,10/24/21,11/4/21,
f4828da514b,10/19/21,10/24/21,11/4/21,
988be036e8b,10/20/21,10/24/21,11/4/21,
e11cde498a7,10/20/21,10/24/21,11/4/21,
b28f0858702,10/22/21,10/24/21,11/4/21,
2d88d1470a5,10/23/21,10/24/21,11/4/21,
b198db5f413,10/23/21,10/24/21,11/4/21,
bbe32740fdf,10/23/21,10/24/21,11/4/21,
d713d8af911,10/23/21,10/24/21,11/4/21,
182a75f02db,10/18/21,10/24/21,11/5/21,
242f43fcf58,10/18/21,10/24/21,11/5/21,
a30ee809009,10/18/21,10/24/21,11/5/21,
689d0bb34f6,10/19/21,10/24/21,11/5/21,
d07243b2a7d,10/20/21,10/24/21,11/5/21,
f013df43dbc,10/20/21,10/24/21,11/5/21,
485965cd2c1,10/22/21,10/24/21,11/5/21,
55edebf429f,10/22/21,10/24/21,11/5/21,
b9b1e1bef2a,10/22/21,10/24/21,11/5/21,
9398a18dab9,10/18/21,10/24/21,11/6/21,
cb9ba087190,10/19/21,10/24/21,11/6/21,
801d8a42fa2,10/21/21,10/24/21,11/6/21,
cf3ad41a682,10/21/21,10/24/21,11/6/21,
e6c9573b886,10/21/21,10/24/21,11/6/21,
bf431a28116,10/22/21,10/24/21,11/6/21,
0e4d3a48256,10/23/21,10/24/21,11/6/21,
9d6c010a7d3,10/23/21,10/24/21,11/6/21,
c6a43170a42,10/23/21,10/24/21,11/6/21,
55736e5a072,10/18/21,10/24/21,11/7/21,
d0776394a2e,10/18/21,10/24/21,11/7/21,
77e2a8b41d4,10/21/21,10/24/21,11/7/21,
eef932298fb,10/22/21,10/24/21,11/7/21,
89ebd4ca9e0,7/1/22,7/7/22,7/14/22,
543368a1f2c,7/2/22,7/7/22,7/14/22,
7acab3eda09,7/3/22,7/7/22,7/14/22,
aa3033d2f33,7/3/22,7/7/22,7/14/22,
3c51ac01a69,7/4/22,7/7/22,7/14/22,
45d1c079cf3,7/4/22,7/7/22,7/14/22,
5f1ed57954b,7/5/22,7/7/22,7/14/22,
9b1722c7675,7/6/22,7/7/22,7/14/22,
1ef19766041,7/1/22,7/7/22,7/15/22,
b6e6e137ea5,7/1/22,7/7/22,7/15/22,
f85684c4935,7/2/22,7/7/22,7/15/22,
3641ae7da92,7/3/22,7/7/22,7/15/22,
de73d2f019d,7/3/22,7/7/22,7/15/22,
515b9df5ee1,7/4/22,7/7/22,7/15/22,
b3568a2ad99,7/4/22,7/7/22,7/15/22,
b5b6fa9665a,7/4/22,7/7/22,7/15/22,
4f9d63a0102,7/5/22,7/7/22,7/15/22,
a9527c45d90,7/5/22,7/7/22,7/15/22,
d860df3dc26,7/5/22,7/7/22,7/15/22,
310442b55ab,7/6/22,7/7/22,7/15/22,
af0552277d0,7/1/22,7/7/22,7/16/22,
527ab3fae56,7/2/22,7/7/22,7/16/22,
1a2d9a4bafa,7/3/22,7/7/22,7/16/22,
f77fd317e33,7/4/22,7/7/22,7/16/22,
1261798be0a,7/5/22,7/7/22,7/16/22,
34fcb63a4aa,7/5/22,7/7/22,7/16/22,
5d352f0cc85,7/5/22,7/7/22,7/16/22,
8144f4287bc,7/5/22,7/7/22,7/16/22,
01067ed36b2,7/1/22,7/7/22,7/17/22,
8355d7b2ae8,7/1/22,7/7/22,7/17/22,
9cb4b6a5d24,7/2/22,7/7/22,7/17/22,
7.28E+18,7/3/22,7/7/22,7/17/22,
203a7b9d5f7,7/5/22,7/7/22,7/17/22,
277ee489dae,7/5/22,7/7/22,7/17/22,
b9aa8bec233,7/5/22,7/7/22,7/17/22,
e25437f93b1,7/5/22,7/7/22,7/17/22,
4a5c41a8945,7/6/22,7/7/22,7/17/22,
6261c260beb,7/6/22,7/7/22,7/17/22,
9c7005e405c,7/6/22,7/7/22,7/17/22,
d963a481387,7/6/22,7/7/22,7/17/22,
bae396addb7,7/1/22,7/7/22,7/18/22,
ace7d33f8b8,7/4/22,7/7/22,7/18/22,
a9ab1a65d81,7/5/22,7/7/22,7/18/22,
be8ff1ec9d9,7/5/22,7/7/22,7/18/22,
20d606b7414,7/3/22,7/7/22,7/19/22,
ddb0aaa8aff,7/3/22,7/7/22,7/19/22,
03e6e46e8f0,7/4/22,7/7/22,7/19/22,
320b6ccd047,7/4/22,7/7/22,7/19/22,
547c3d6df37,7/4/22,7/7/22,7/19/22,
78bf38f4025,7/5/22,7/7/22,7/19/22,
8efbcfc1124,7/5/22,7/7/22,7/19/22,
abbeb70615a,7/5/22,7/7/22,7/19/22,
b5cd1f7a9dd,7/6/22,7/7/22,7/19/22,
55b476a3d15,7/1/22,7/7/22,7/20/22,
5cd8b8e86f7,7/2/22,7/7/22,7/20/22,
241783658bd,7/3/22,7/7/22,7/20/22,
6e996b035c4,7/3/22,7/7/22,7/20/22,
4f6836fc485,7/5/22,7/7/22,7/20/22,
fe14f07e3ad,7/5/22,7/7/22,7/20/22,
4e2daadd52f,7/6/22,7/7/22,7/20/22,
dfbd6e0a418,7/6/22,7/7/22,7/20/22,
5a5c313b1a4,7/1/22,7/7/22,7/21/22,
c7f977fcdc8,7/1/22,7/7/22,7/21/22,
ecad6c60f68,7/3/22,7/7/22,7/21/22,
3a0ece913f3,7/4/22,7/7/22,7/21/22,
a44ca05bc20,7/4/22,7/7/22,7/21/22,
ad4990e0f25,7/4/22,7/7/22,7/21/22,
e89672cf797,7/5/22,7/7/22,7/21/22,
e9308cce850,7/5/22,7/7/22,7/21/22,
81b0ca54aad,7/6/22,7/7/22,7/21/22,
e26611b3f10,1/4/19,1/5/19,1/12/19,
783e97fde57,1/3/19,1/5/19,1/13/19,
c039d6bc99a,1/4/19,1/5/19,1/13/19,
eec82758dda,1/1/19,1/5/19,1/14/19,
170f1c6749f,1/3/19,1/5/19,1/14/19,
2955cf7bc5d,1/3/19,1/5/19,1/14/19,
3a2a6489b11,1/3/19,1/5/19,1/14/19,
12d607b0181,1/4/19,1/5/19,1/14/19,
778c83a0805,1/1/19,1/5/19,1/15/19,
86ec35a95c7,1/2/19,1/5/19,1/15/19,
e8c7eca4228,1/3/19,1/5/19,1/15/19,
b25a0323a78,1/2/19,1/5/19,1/16/19,
091cd1ea36b,1/3/19,1/5/19,1/16/19,
56c96c60a76,1/3/19,1/5/19,1/16/19,
94080261d0f,1/3/19,1/5/19,1/16/19,
4555cdc2e55,1/4/19,1/5/19,1/16/19,
2f8c49f2888,1/1/19,1/5/19,1/17/19,
a651be00e79,1/1/19,1/5/19,1/17/19,
5bd4ee01ed9,1/4/19,1/5/19,1/17/19,
bed2ff243bd,1/4/19,1/5/19,1/17/19,
12c978eddb7,1/1/19,1/5/19,1/18/19,
fe114a61baf,1/3/19,1/5/19,1/18/19,
634124bea10,1/4/19,1/5/19,1/18/19,
471d6f1270d,1/3/19,1/5/19,1/19/19,
5d2a821b1f8,1/4/19,1/5/19,1/19/19,
a3e92eb4840,9/13/19,9/18/19,9/25/19,
a20d7ca2018,9/14/19,9/18/19,9/25/19,
acfcbfea200,9/14/19,9/18/19,9/25/19,
